Supplementary Data 5. Plasmid metadata,,,,,,,,,,,,,,,,,,,,,
AccessionVersion,SourceDB,MoleculeType,SeqName,Size,Topology,UpdateDate,Title,TaxId,TaxName,TaxSuperkingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpecies,MOB(1),PFinder_80 (2),PFinder_95 (3),Filtered (4),
NG_047336.1,refseq,Plasmid,unnamed,986,linear,08-JUN-2016,"Pseudomonas aeruginosa pae943 unnamed aadA13 gene for ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13, complete CDS",287,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,-,-,-,Yes,
NG_047339.1,refseq,Plasmid,pRJ354C,1046,linear,08-JUN-2016,"Vibrio cholerae non-O1/non-O139 pRJ354C aadA16 gene for ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16, complete CDS",156539,Vibrio cholerae non-O1/non-O139,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,-,-,-,Yes,
NG_047340.1,refseq,Plasmid,pHS1387,1046,linear,08-JUN-2016,"Escherichia coli 1387 pHS1387 aadA16 gene for ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047342.1,refseq,Plasmid,R1033,980,linear,08-JUN-2016,"Pseudomonas aeruginosa R1033 aadA2 gene for ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2, complete CDS",287,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,-,-,-,Yes,
NG_047343.1,refseq,Plasmid,pGUE-NDM,992,linear,08-JUN-2016,"Escherichia coli GUE pGUE-NDM aadA2 gene for ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047346.1,refseq,Plasmid,pUO-StVR7,945,linear,08-JUN-2016,"Salmonella enterica subsp. enterica serovar Typhimurium CNM 179/02 pUO-StVR7 aadA22 gene for ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22, complete CDS",90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,-,-,-,Yes,
NG_047360.1,refseq,Plasmid,p804/03,969,linear,08-JUN-2016,"Pseudomonas aeruginosa p804/03 aadA6 gene for ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6, complete CDS",287,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,-,-,-,Yes,
NG_047368.1,refseq,Plasmid,pTET3,1037,linear,08-JUN-2016,"Corynebacterium glutamicum LP-6 pTET3 aadA9 gene for ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9, complete CDS",1718,Corynebacterium glutamicum,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,-,-,-,Yes,
NG_047378.1,refseq,Plasmid,pEOC01,994,linear,08-JUN-2016,"Pediococcus acidilactici NCIMB 6990 pEOC01 aadE gene for aminoglycoside 6-adenylyltransferase AadE, complete CDS",1254,Pediococcus acidilactici,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,-,-,-,Yes,
NG_047394.1,refseq,Plasmid,pSL1,1109,linear,08-JUN-2016,"Enterococcus faecalis pSL1 ant(6)-Ia gene for aminoglycoside nucleotidyltransferase ANT(6)-Ia, complete CDS",1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,-,-,-,Yes,
NG_047405.1,refseq,Plasmid,pCG8245,1094,linear,08-JUN-2016,"Campylobacter jejuni CG8245 pCG8245 aph(2'')-If gene for aminoglycoside O-phosphotransferase APH(2'')-If, complete CDS",197,Campylobacter jejuni,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,-,-,-,Yes,
NG_047407.1,refseq,Plasmid,pN29710-1,1121,linear,08-JUN-2016,"Campylobacter coli CVM N29710 pN29710-1 aph(2'')-Ig gene for aminoglycoside O-phosphotransferase APH(2'')-Ig, complete CDS",1273173,Campylobacter coli CVM N29710,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli,-,-,-,Yes,
NG_047412.1,refseq,Plasmid,RSF1010,966,linear,08-JUN-2016,"Escherichia coli RSF1010 aph(3'')-Ib gene for aminoglycoside O-phosphotransferase APH(3'')-Ib, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047414.1,refseq,Plasmid,pIP1518,804,linear,08-JUN-2016,"Escherichia coli HM69 pIP1518 aph(3'')-Ib gene for aminoglycoside O-phosphotransferase APH(3'')-Ib, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047415.1,refseq,Plasmid,RPL11,1004,linear,08-JUN-2016,"Pseudomonas aeruginosa RPL11 aph(3'')-Ib gene for aminoglycoside O-phosphotransferase APH(3'')-Ib, complete CDS",287,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,-,-,-,Yes,
NG_047421.1,refseq,Plasmid,pSL1,995,linear,08-JUN-2016,"Enterococcus faecalis pSL1 aph(3')-IIIa gene for aminoglycoside O-phosphotransferase APH(3')-IIIa, complete CDS",1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,-,-,-,Yes,
NG_047431.1,refseq,Plasmid,pBWH77,1016,linear,08-JUN-2016,"Klebsiella pneumoniae 5214773 pBWH77 aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,-,-,-,Yes,
NG_047435.1,refseq,Plasmid,NTP16,1016,linear,08-JUN-2016,"Salmonella enterica subsp. enterica serovar Typhimurium NTP16 aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,-,-,-,Yes,
NG_047436.1,refseq,Plasmid,Rts1,1016,linear,08-JUN-2016,"Proteus vulgaris UR-75 Rts1 aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",585,Proteus vulgaris,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus vulgaris,-,-,-,Yes,
NG_047438.1,refseq,Plasmid,R772,1016,linear,08-JUN-2016,"Proteus mirabilis R772 aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",584,Proteus mirabilis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus mirabilis,-,-,-,Yes,
NG_047439.1,refseq,Plasmid,pYMH5,1016,linear,08-JUN-2016,"Avibacterium paragallinarum A14 pYMH5 aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",728,Avibacterium paragallinarum,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium,Avibacterium paragallinarum,-,-,-,Yes,
NG_047440.1,refseq,Plasmid,pEC-IMP,1016,linear,08-JUN-2016,"Enterobacter cloacae pEC-IMP aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",550,Enterobacter cloacae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,-,-,-,Yes,
NG_047441.1,refseq,Plasmid,pGDKA1,1016,linear,08-JUN-2016,"Klebsiella pneumoniae GDKA1 pGDKA1 aph(3')-Ia gene for aminoglycoside O-phosphotransferase APH(3')-Ia, complete CDS",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,-,-,-,Yes,
NG_047445.1,refseq,Plasmid,pIE639,1016,linear,08-JUN-2016,"Escherichia coli pIE639 aph(3')-Id gene for aminoglycoside O-phosphotransferase APH(3')-Id, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047464.1,refseq,Plasmid,RSF1010,1037,linear,08-JUN-2016,"Escherichia coli RSF1010 aph(6)-Id gene for aminoglycoside O-phosphotransferase APH(6)-Id, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047467.1,refseq,Plasmid,pMS260,1037,linear,08-JUN-2016,"Actinobacillus pleuropneumoniae pMS260 aph(6)-Id gene for aminoglycoside O-phosphotransferase APH(6)-Id, complete CDS",715,Actinobacillus pleuropneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae,-,-,-,Yes,
NG_047468.1,refseq,Plasmid,pSMS35_130,1031,linear,08-JUN-2016,"Escherichia coli SMS-3-5 pSMS35_130 aph(6)-Id gene for aminoglycoside O-phosphotransferase APH(6)-Id, complete CDS",439855,Escherichia coli SMS-3-5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047471.1,refseq,Plasmid,pEFER,1046,linear,08-JUN-2016,"Escherichia fergusonii ATCC 35469 type strain: ATCC 35469 pEFER aph(6)-Id gene for aminoglycoside O-phosphotransferase APH(6)-Id, complete CDS",585054,Escherichia fergusonii ATCC 35469,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,-,-,-,Yes,
NG_047475.1,refseq,Plasmid,pKKS49,1025,linear,08-JUN-2016,"Staphylococcus aureus subsp. aureus ST398 pKKS49 apmA gene for aminocyclitol acetyltransferase ApmA, complete CDS",46170,Staphylococcus aureus subsp. aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,-,-,Yes,
NG_047476.1,refseq,Plasmid,pIP1204,974,linear,08-JUN-2016,"Klebsiella pneumoniae BM4536 pIP1204 armA gene for ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase, complete CDS",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,-,-,-,Yes,
NG_047483.1,refseq,Plasmid,Rms149,1082,linear,08-JUN-2016,"Pseudomonas aeruginosa Ps142 Rms149 bla gene for class A beta-lactamase, complete CDS",287,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,-,-,-,Yes,
NG_047536.1,refseq,Plasmid,pNVH97A,1958,linear,08-JUN-2016,"Staphylococcus haemolyticus NVH97A pNVH97A blaR1 gene for beta-lactam sensor/signal transducer BlaR1, complete CDS",1283,Staphylococcus haemolyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus,-,-,-,Yes,
NG_047537.1,refseq,Plasmid,pSERP,1958,linear,08-JUN-2016,"Staphylococcus epidermidis RP62A pSERP blaR1 gene for beta-lactam sensor/signal transducer BlaR1, complete CDS",176279,Staphylococcus epidermidis RP62A,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,-,-,-,Yes,
NG_047539.1,refseq,Plasmid,unnamed,1958,linear,08-JUN-2016,"Staphylococcus aureus subsp. aureus TCH60 unnamed blaR1 gene for beta-lactam sensor/signal transducer BlaR1, complete CDS",548473,Staphylococcus aureus subsp. aureus TCH60,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,-,-,Yes,
NG_047555.1,refseq,Plasmid,pO86A1,581,linear,08-JUN-2016,"Escherichia coli DIJ1 pO86A1 ble gene for bleomycin binding protein, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047562.1,refseq,Plasmid,pTC82,917,linear,08-JUN-2016,"Lactobacillus reuteri G4 pTC82 cat-TC gene for type A-9 chloramphenicol O-acetyltransferase Cat-TC, complete CDS",1598,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,-,-,-,Yes,
NG_047564.1,refseq,Plasmid,pC194,851,linear,08-JUN-2016,"Staphylococcus aureus pC194 catA gene for type A-9 chloramphenicol O-acetyltransferase, complete CDS",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,-,-,Yes,
NG_047565.1,refseq,Plasmid,pUB112,794,linear,08-JUN-2016,"Staphylococcus aureus pUB112 catA gene for type A-7 chloramphenicol O-acetyltransferase, complete CDS",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,-,-,Yes,
NG_047566.1,refseq,Plasmid,pC221,848,linear,08-JUN-2016,"Staphylococcus aureus pC221 catA gene for type A-7 chloramphenicol O-acetyltransferase, complete CDS",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,-,-,Yes,
NG_047567.1,refseq,Plasmid,pSCS6,781,linear,08-JUN-2016,"Staphylococcus aureus pSCS6 catA gene for type A-7 chloramphenicol O-acetyltransferase, complete CDS",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,-,-,Yes,
NG_047573.1,refseq,Plasmid,pJA7324,851,linear,08-JUN-2016,"Vibrio anguillarum pJA7324 catA gene for type A-14 chloramphenicol O-acetyltransferase, complete CDS",55601,Vibrio anguillarum,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio anguillarum,-,-,-,Yes,
NG_047575.1,refseq,Plasmid,pKH7,848,linear,08-JUN-2016,"Staphylococcus aureus pKH7 catA gene for type A-7 chloramphenicol O-acetyltransferase, complete CDS",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,-,-,Yes,
NG_047576.1,refseq,Plasmid,pMC524 /MBM,851,linear,08-JUN-2016,"Staphylococcus aureus MC524 pMC524 /MBM catA gene for type A-9 chloramphenicol O-acetyltransferase, complete CDS",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,-,-,Yes,
NG_047578.1,refseq,Plasmid,pRUM,848,linear,08-JUN-2016,"Enterococcus faecium pRUM catA gene for type A-8 chloramphenicol O-acetyltransferase, complete CDS",1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,-,-,-,Yes,
NG_047579.1,refseq,Plasmid,pK214,848,linear,08-JUN-2016,"Lactococcus lactis subsp. lactis K214 pK214 catA gene for type A-8 chloramphenicol O-acetyltransferase, complete CDS",889971,Lactococcus lactis subsp. lactis K214,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,-,-,-,Yes,
NG_047580.1,refseq,Plasmid,pC194-like,851,linear,08-JUN-2016,"Staphylococcus sciuri pC194-like catA gene for type A-9 chloramphenicol O-acetyltransferase, complete CDS",1296,Staphylococcus sciuri,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sciuri,-,-,-,Yes,
NG_047586.1,refseq,Plasmid,R478,860,linear,08-JUN-2016,"Serratia marcescens R478 catA1 gene for type A-1 chloramphenicol O-acetyltransferase, complete CDS",615,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,-,-,-,Yes,
NG_047595.1,refseq,Plasmid,pAr-32,842,linear,08-JUN-2016,"Aeromonas salmonicida Ar-32 pAr-32 catA2 gene for type A-2 chloramphenicol O-acetyltransferase CatII, complete CDS",645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,-,-,-,Yes,
NG_047596.1,refseq,Plasmid,pTC67,842,linear,08-JUN-2016,"Salmonella sp. TC67 pTC67 catA2 gene for type A-2 chloramphenicol O-acetyltransferase CatII, complete CDS",203839,Salmonella sp. TC67,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp. TC67,-,-,-,Yes,
NG_047599.1,refseq,Plasmid,pIP849,783,linear,08-JUN-2016,"Klebsiella pneumoniae BM4686 pIP849 catB gene for type B chloramphenicol O-acetyltransferase, complete CDS",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,-,-,-,Yes,
NG_047603.1,refseq,Plasmid,pJR1,833,linear,08-JUN-2016,"Pasteurella multocida pJR1 catB2 gene for type B-2 chloramphenicol O-acetyltransferase CatB2, complete CDS",747,Pasteurella multocida,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,-,-,-,Yes,
NG_047604.1,refseq,Plasmid,pBWH301,833,linear,08-JUN-2016,"[Enterobacter] aerogenes pBWH301 catB3 gene for type B-3 chloramphenicol O-acetyltransferase CatB3, complete CDS",548,Klebsiella aerogenes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,-,-,-,Yes,
NG_047605.1,refseq,Plasmid,incFI,833,linear,08-JUN-2016,"Salmonella enterica subsp. enterica serovar Typhimurium incFI catB3 gene for type B-3 chloramphenicol O-acetyltransferase CatB3, complete CDS",90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,-,-,-,Yes,
NG_047607.1,refseq,Plasmid,unnamed,810,linear,08-JUN-2016,"Morganella morganii M/0502-1 unnamed catB3 gene for type B-3 chloramphenicol O-acetyltransferase CatB3, complete CDS",582,Morganella morganii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,-,-,-,Yes,
NG_047612.1,refseq,Plasmid,pHe96,833,linear,08-JUN-2016,"Klebsiella pneumoniae He96 pHe96 catB3 gene for type B-3 chloramphenicol O-acetyltransferase CatB3, complete CDS",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,-,-,-,Yes,
NG_047616.1,refseq,Plasmid,pKB42,790,linear,08-JUN-2016,"Klebsiella pneumoniae pKB42 catB8 gene for type B-3 chloramphenicol O-acetyltransferase CatB8, complete CDS",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,-,-,-,Yes,
NG_047619.1,refseq,Plasmid,pSS2852,833,linear,08-JUN-2016,"Shigella sonnei pSS2852 catB8 gene for type B-3 chloramphenicol O-acetyltransferase CatB8, complete CDS",624,Shigella sonnei,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,-,-,-,Yes,
NG_047631.1,refseq,Plasmid,pSCFS1,1250,linear,08-JUN-2016,"Staphylococcus sciuri pSCFS1 cfr gene for 23S ribosomal RNA methyltransferase Cfr, complete CDS",1296,Staphylococcus sciuri,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sciuri,-,-,-,Yes,
NG_047632.1,refseq,Plasmid,pSCFS3,1250,linear,08-JUN-2016,"Staphylococcus aureus pSCFS3 cfr gene for 23S ribosomal RNA methyltransferase Cfr, complete CDS",1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,-,-,-,Yes,
NG_047646.1,refseq,Plasmid,R1033,1460,linear,08-JUN-2016,"Pseudomonas aeruginosa R1033 cmlA1 gene for chloramphenicol efflux MFS transporter CmlA1, complete CDS",287,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,-,-,-,Yes,
NG_047652.1,refseq,Plasmid,p0506,1460,linear,08-JUN-2016,"Klebsiella pneumoniae Kp0506 p0506 cmlA4 gene for chloramphenicol efflux MFS transporter CmlA4, complete CDS",573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,-,-,-,Yes,
NG_047653.1,refseq,Plasmid,R751,1460,linear,08-JUN-2016,"Escherichia coli MG-1 R751 cmlA5 gene for chloramphenicol efflux MFS transporter CmlA5, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047657.1,refseq,Plasmid,pIP833,1430,linear,08-JUN-2016,"[Enterobacter] aerogenes BM2688-I pIP833 cmlB gene for chloramphenicol efflux MFS transporter CmlB, complete CDS",548,Klebsiella aerogenes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,-,-,-,Yes,
NG_047658.1,refseq,Plasmid,pKBB1115 (naturally occurring) (50 kb),1466,linear,08-JUN-2016,"Bordetella bronchiseptica pKBB1115 (naturally occurring) (50 kb) cmlB1 gene for chloramphenicol efflux MFS transporter CmlB1, complete CDS",518,Bordetella bronchiseptica,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella bronchiseptica,-,-,-,Yes,
NG_047686.1,refseq,Plasmid,pDGO100,764,linear,08-JUN-2016,"Escherichia coli pDGO100 dfrA10 gene for trimethoprim-resistant dihydrofolate reductase DfrA10, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
NG_047694.1,refseq,Plasmid,pUK1329,645,linear,08-JUN-2016,"Escherichia coli pUK1329 dfrA14 gene for trimethoprim-resistant dihydrofolate reductase DfrA14, complete CDS",562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,-,-,-,Yes,
